rows,cols,graph,kernelfuse_min_us,kernelfuse_median_us,vllm_min_us,vllm_median_us,speedup_min,bytes_touch_approx,note
1,3584,1,7.6749,7.7158,3.4150,3.4355,0.4450,28672,min over CUDA-event trials; wall-clock benches are not comparable
