rows,cols,graph,kernelfuse_min_us,kernelfuse_median_us,vllm_min_us,vllm_median_us,speedup_min,bytes_touch_approx,note
1,3584,0,8.2381,8.2688,5.6320,5.6730,0.6837,28672,min over CUDA-event trials; wall-clock benches are not comparable
